class_val,ppa_gpe,proportion_of_landscape,total_area,park,var,year
1,PPA,100.0,821.61,DamaxyaaConservancy,nightlights,2015
1,PPA,100.0,8140.23,DamdochaxProtectedArea,nightlights,2015
1,PPA,100.0,375.75,DanteSInfernoPark,nightlights,2015
1,PPA,100.0,1504.17,DarkeLakePark,nightlights,2015
1,PPA,100.0,222.57,DavisLakePark,nightlights,2015
1,PPA,100.0,47.52,DawleyPassagePark,nightlights,2015
1,PPA,100.0,0.54,DeadManSIslandPark,nightlights,2015
1,PPA,100.0,376.47,DenisonBonneauPark,nightlights,2015
1,PPA,100.0,560.97,DenmanIslandPark,nightlights,2015
1,PPA,100.0,92.97,DenmanIslandProtectedArea,nightlights,2015
1,PPA,100.0,5063.58,DesolationSoundMarinePark,nightlights,2015
1,PPA,100.0,6.39,DetSanEcologicalReserve,nightlights,2015
1,PPA,100.0,252.54,DianaLakePark,nightlights,2015
1,PPA,100.0,119.43,DionisioPointPark,nightlights,2015
1,PPA,100.0,82.26,DixieCoveMarinePark,nightlights,2015
1,PPA,100.0,36.0,DocEnglishBluffEcologicalReserve,nightlights,2015
1,PPA,100.0,813.87,DonnelyLakePark,nightlights,2015
1,PPA,100.0,138.96,DowningPark,nightlights,2015
1,PPA,100.0,1773.18,DragonMountainPark,nightlights,2015
1,PPA,100.0,24.84,DrewryPointPark,nightlights,2015
1,PPA,100.0,23.4,DriftwoodCanyonPark,nightlights,2015
1,PPA,100.0,812.97,DrizzleLakeEcologicalReserve,nightlights,2015
1,PPA,100.0,10.53,DrumbegPark,nightlights,2015
1,PPA,100.0,28.8,DryGulchPark,nightlights,2015
1,PPA,100.0,94.5,DrywilliamLakeEcologicalReserve,nightlights,2015
1,PPA,100.0,768.33,DuckLakeProtectedArea,nightlights,2015
1,PPA,100.0,4050.18,DuffeyLakePark,nightlights,2015
1,PPA,100.0,446310.18,Dune,nightlights,2015
1,PPA,100.0,19439.1,DunnPeakProtectedArea,nightlights,2015
1,PPA,100.0,225888.93,DuuG,nightlights,2015
1,PPA,100.0,269.64,DzawadiKlinakliniEstuaryConservancy,nightlights,2015
1,PPA,100.0,180.72,EagleBayPark,nightlights,2015
1,PPA,100.0,455.31,EagleRiverPark,nightlights,2015
1,PPA,100.0,9.54,EakinCreekCanyonPark,nightlights,2015
1,PPA,100.0,123.84,EakinCreekFloodplainPark,nightlights,2015
1,PPA,100.0,14.22,EastPinePark,nightlights,2015
1,PPA,100.0,0.99,EchoBayMarinePark,nightlights,2015
1,PPA,100.0,152.01,EchoLakePark,nightlights,2015
1,PPA,100.0,85514.4,Ecstall,nightlights,2015
1,PPA,100.0,13118.31,EcstallHeadwatersConservancy,nightlights,2015
1,PPA,100.0,5589.63,EdBirdEstellaLakesPark,nightlights,2015
1,PPA,100.0,11798.19,EdgeHillsPark,nightlights,2015
1,PPA,100.0,1742.94,EkwanLakeProtectedArea,nightlights,2015
1,GPE,98.89271424583605,956.52,ElephantHillPark,nightlights,2015
1,PPA,100.0,968.58,ElephantHillPark,nightlights,2015
2,GPE,1.1072857541639527,10.71,ElephantHillPark,nightlights,2015
2,PPA,0.0,0.0,ElephantHillPark,nightlights,2015
1,PPA,100.0,2918.34,ElevenSistersPark,nightlights,2015
1,PPA,95.01067919692439,1000.89,ElkFallsPark,nightlights,2015
2,PPA,3.605296881674498,37.98,ElkFallsPark,nightlights,2015
3,PPA,1.3840239214011107,14.58,ElkFallsPark,nightlights,2015
1,PPA,85.87570621468926,13.68,ElkFallsProtectedArea,nightlights,2015
2,PPA,1.1299435028248588,0.18,ElkFallsProtectedArea,nightlights,2015
3,PPA,12.994350282485875,2.07,ElkFallsProtectedArea,nightlights,2015
1,PPA,100.0,24.57,ElkoPark,nightlights,2015
1,PPA,100.0,78.39,ElkValleyPark,nightlights,2015
1,PPA,100.0,6.84,EllisIslandEcologicalReserve,nightlights,2015
1,PPA,100.0,220.68,EllisonPark,nightlights,2015
1,PPA,100.0,1617.66,EmarLakesPark,nightlights,2015
1,PPA,100.0,1231.29,EmilyLakeConservancy,nightlights,2015
1,PPA,100.0,29.25,EmoryCreekPark,nightlights,2015
1,PPA,100.0,2329.92,EnderbyCliffsPark,nightlights,2015
1,PPA,100.0,1035.54,EneasLakesPark,nightlights,2015
